b: 3	h: 7	v: 2073	approx: 10	i: 20
static_evaluation: 2073	parent: None	daughters: [1632, 9281, -2026]	depth: 0	interesting: 15	is_interesting: True	
static_evaluation: 4392	parent: -4392	daughters: []	depth: 8	interesting: 39	is_interesting: False	
static_evaluation: 6397	parent: -4392	daughters: []	depth: 8	interesting: 45	is_interesting: False	
static_evaluation: 9484	parent: -4392	daughters: []	depth: 8	interesting: 89	is_interesting: False	
static_evaluation: 7760	parent: 4605	daughters: []	depth: 7	interesting: 90	is_interesting: False	
static_evaluation: 2115	parent: 4605	daughters: []	depth: 7	interesting: 42	is_interesting: False	
static_evaluation: 5143	parent: -351	daughters: [5660, 9051, -4838]	depth: 6	interesting: 10	is_interesting: True	
static_evaluation: 5660	parent: 5143	daughters: []	depth: 7	interesting: 24	is_interesting: False	
static_evaluation: 9051	parent: 5143	daughters: []	depth: 7	interesting: 33	is_interesting: False	
static_evaluation: -4838	parent: 5143	daughters: []	depth: 7	interesting: 68	is_interesting: False	
static_evaluation: 613	parent: -351	daughters: []	depth: 6	interesting: 98	is_interesting: False	
static_evaluation: -4331	parent: 4410	daughters: [7961, 4994, 4369]	depth: 5	interesting: 73	is_interesting: True	
static_evaluation: 7961	parent: -4331	daughters: [-7905, 9577, 5379, -1075]	depth: 6	interesting: 3	is_interesting: True	
static_evaluation: -7905	parent: 7961	daughters: []	depth: 7	interesting: 37	is_interesting: False	
static_evaluation: 9577	parent: 7961	daughters: []	depth: 7	interesting: 57	is_interesting: False	
static_evaluation: 5379	parent: 7961	daughters: []	depth: 7	interesting: 78	is_interesting: False	
static_evaluation: -1075	parent: 7961	daughters: []	depth: 7	interesting: 31	is_interesting: False	
static_evaluation: 4994	parent: -4331	daughters: [-2731, 2221, -4568]	depth: 6	interesting: 0	is_interesting: True	
static_evaluation: -2731	parent: 4994	daughters: [3035, 9070, 8433]	depth: 7	interesting: 15	is_interesting: True	
static_evaluation: 3035	parent: -2731	daughters: []	depth: 8	interesting: 96	is_interesting: False	
static_evaluation: 9070	parent: -2731	daughters: []	depth: 8	interesting: 61	is_interesting: False	
static_evaluation: 8433	parent: -2731	daughters: []	depth: 8	interesting: 70	is_interesting: False	
static_evaluation: 2221	parent: 4994	daughters: []	depth: 7	interesting: 90	is_interesting: False	
static_evaluation: -4568	parent: 4994	daughters: [5245, 9129, 8638]	depth: 7	interesting: 10	is_interesting: True	
static_evaluation: 5245	parent: -4568	daughters: [-4894, 1251, 6977, -782]	depth: 8	interesting: 0	is_interesting: False	
static_evaluation: -4894	parent: 5245	daughters: []	depth: 9	interesting: 67	is_interesting: False	
static_evaluation: 1251	parent: 5245	daughters: []	depth: 9	interesting: 70	is_interesting: False	
static_evaluation: 6977	parent: 5245	daughters: []	depth: 9	interesting: 21	is_interesting: False	
static_evaluation: -782	parent: 5245	daughters: [6931, 8425, 1245]	depth: 9	interesting: 8	is_interesting: False	
static_evaluation: 6931	parent: -782	daughters: []	depth: 10	interesting: 42	is_interesting: False	
static_evaluation: 8425	parent: -782	daughters: [-5991, -3356, 7902, -2595, -7552]	depth: 10	interesting: 9	is_interesting: False	
static_evaluation: -5991	parent: 8425	daughters: []	depth: 11	interesting: 20	is_interesting: False	
static_evaluation: -3356	parent: 8425	daughters: []	depth: 11	interesting: 50	is_interesting: False	
static_evaluation: 7902	parent: 8425	daughters: []	depth: 11	interesting: 76	is_interesting: False	
static_evaluation: -2595	parent: 8425	daughters: [4807, 3419, 2880]	depth: 11	interesting: 16	is_interesting: False	
static_evaluation: 4807	parent: -2595	daughters: []	depth: 12	interesting: 78	is_interesting: False	
static_evaluation: 3419	parent: -2595	daughters: []	depth: 12	interesting: 38	is_interesting: False	
static_evaluation: 2880	parent: -2595	daughters: []	depth: 12	interesting: 27	is_interesting: False	
static_evaluation: -7552	parent: 8425	daughters: [7908, 8127, 8147]	depth: 11	interesting: 9	is_interesting: False	
static_evaluation: 7908	parent: -7552	daughters: []	depth: 12	interesting: 100	is_interesting: False	
static_evaluation: 8127	parent: -7552	daughters: []	depth: 12	interesting: 31	is_interesting: False	
static_evaluation: 8147	parent: -7552	daughters: [-7979, 5356]	depth: 12	interesting: 8	is_interesting: False	
static_evaluation: -7979	parent: 8147	daughters: []	depth: 13	interesting: 82	is_interesting: False	
static_evaluation: 5356	parent: 8147	daughters: []	depth: 13	interesting: 80	is_interesting: False	
static_evaluation: 1245	parent: -782	daughters: []	depth: 10	interesting: 25	is_interesting: False	
static_evaluation: 9129	parent: -4568	daughters: []	depth: 8	interesting: 97	is_interesting: False	
static_evaluation: 8638	parent: -4568	daughters: []	depth: 8	interesting: 72	is_interesting: False	
static_evaluation: 4369	parent: -4331	daughters: []	depth: 6	interesting: 88	is_interesting: False	
static_evaluation: 5982	parent: -3804	daughters: [-5477, 6604, 8623]	depth: 4	interesting: 26	is_interesting: True	
static_evaluation: -5477	parent: 5982	daughters: [8518, 5715, 5596]	depth: 5	interesting: 89	is_interesting: False	
static_evaluation: 8518	parent: -5477	daughters: []	depth: 6	interesting: 51	is_interesting: False	
static_evaluation: 5715	parent: -5477	daughters: []	depth: 6	interesting: 68	is_interesting: False	
static_evaluation: 5596	parent: -5477	daughters: []	depth: 6	interesting: 26	is_interesting: False	
static_evaluation: 6604	parent: 5982	daughters: [-6383, 2421, -5764, -6383, 9169, -1105]	depth: 5	interesting: 1	is_interesting: True	
static_evaluation: -6383	parent: 6604	daughters: []	depth: 6	interesting: 90	is_interesting: False	
static_evaluation: 2421	parent: 6604	daughters: []	depth: 6	interesting: 65	is_interesting: False	
static_evaluation: -5764	parent: 6604	daughters: []	depth: 6	interesting: 82	is_interesting: False	
static_evaluation: -6383	parent: 6604	daughters: []	depth: 6	interesting: 28	is_interesting: False	
static_evaluation: 9169	parent: 6604	daughters: []	depth: 6	interesting: 81	is_interesting: False	
static_evaluation: -1105	parent: 6604	daughters: []	depth: 6	interesting: 83	is_interesting: False	
static_evaluation: 8623	parent: 5982	daughters: [-8447]	depth: 5	interesting: 89	is_interesting: False	
static_evaluation: -8447	parent: 8623	daughters: []	depth: 6	interesting: 30	is_interesting: False	
static_evaluation: -413	parent: 4614	daughters: [871, 7061, 2750]	depth: 3	interesting: 37	is_interesting: True	
static_evaluation: 871	parent: -413	daughters: [-452, 7447, 5040]	depth: 4	interesting: 74	is_interesting: True	
static_evaluation: -452	parent: 871	daughters: [681, 2514, 1744]	depth: 5	interesting: 39	is_interesting: True	
static_evaluation: 681	parent: -452	daughters: []	depth: 6	interesting: 75	is_interesting: False	
static_evaluation: 2514	parent: -452	daughters: [2058, 9183, -1841]	depth: 6	interesting: 15	is_interesting: True	
static_evaluation: 2058	parent: 2514	daughters: []	depth: 7	interesting: 69	is_interesting: False	
static_evaluation: 9183	parent: 2514	daughters: []	depth: 7	interesting: 66	is_interesting: False	
static_evaluation: -1841	parent: 2514	daughters: [2093, 5807, 9881]	depth: 7	interesting: 14	is_interesting: True	
static_evaluation: 2093	parent: -1841	daughters: []	depth: 8	interesting: 87	is_interesting: False	
static_evaluation: 5807	parent: -1841	daughters: []	depth: 8	interesting: 27	is_interesting: False	
static_evaluation: 9881	parent: -1841	daughters: []	depth: 8	interesting: 23	is_interesting: False	
static_evaluation: 1744	parent: -452	daughters: [7891, 253, -1418]	depth: 6	interesting: 19	is_interesting: True	
static_evaluation: 7891	parent: 1744	daughters: []	depth: 7	interesting: 99	is_interesting: False	
static_evaluation: 253	parent: 1744	daughters: []	depth: 7	interesting: 53	is_interesting: False	
static_evaluation: -1418	parent: 1744	daughters: []	depth: 7	interesting: 21	is_interesting: False	
static_evaluation: 7447	parent: 871	daughters: [5562, -443, -7377, -7323, -3648]	depth: 5	interesting: 2	is_interesting: True	
static_evaluation: 5562	parent: 7447	daughters: [-5414, 7776, -2144]	depth: 6	interesting: 2	is_interesting: True	
static_evaluation: -5414	parent: 5562	daughters: []	depth: 7	interesting: 35	is_interesting: False	
static_evaluation: 7776	parent: 5562	daughters: []	depth: 7	interesting: 93	is_interesting: False	
static_evaluation: -2144	parent: 5562	daughters: []	depth: 7	interesting: 59	is_interesting: False	
static_evaluation: -443	parent: 7447	daughters: []	depth: 6	interesting: 66	is_interesting: False	
static_evaluation: -7377	parent: 7447	daughters: []	depth: 6	interesting: 98	is_interesting: False	
static_evaluation: -7323	parent: 7447	daughters: [7377, 7702, 8327]	depth: 6	interesting: 0	is_interesting: True	
static_evaluation: 7377	parent: -7323	daughters: []	depth: 7	interesting: 48	is_interesting: False	
static_evaluation: 7702	parent: -7323	daughters: []	depth: 7	interesting: 41	is_interesting: False	
static_evaluation: 8327	parent: -7323	daughters: []	depth: 7	interesting: 41	is_interesting: False	
static_evaluation: -3648	parent: 7447	daughters: []	depth: 6	interesting: 61	is_interesting: False	
static_evaluation: 5040	parent: 871	daughters: [-4813, -1760, 1497]	depth: 5	interesting: 78	is_interesting: True	
static_evaluation: -4813	parent: 5040	daughters: []	depth: 6	interesting: 22	is_interesting: False	
static_evaluation: -1760	parent: 5040	daughters: []	depth: 6	interesting: 23	is_interesting: False	
static_evaluation: 1497	parent: 5040	daughters: []	depth: 6	interesting: 66	is_interesting: False	
static_evaluation: 7061	parent: -413	daughters: [-6674, 325, 2988]	depth: 4	interesting: 48	is_interesting: True	
static_evaluation: -6674	parent: 7061	daughters: [9845, 6913, 6815]	depth: 5	interesting: 24	is_interesting: True	
static_evaluation: 9845	parent: -6674	daughters: []	depth: 6	interesting: 53	is_interesting: False	
static_evaluation: 6913	parent: -6674	daughters: []	depth: 6	interesting: 34	is_interesting: False	
static_evaluation: 6815	parent: -6674	daughters: []	depth: 6	interesting: 35	is_interesting: False	
static_evaluation: 325	parent: 7061	daughters: [-258, 4076, 5885]	depth: 5	interesting: 85	is_interesting: False	
static_evaluation: -258	parent: 325	daughters: []	depth: 6	interesting: 95	is_interesting: False	
static_evaluation: 4076	parent: 325	daughters: [5273, 9910, -749, -3801]	depth: 6	interesting: 16	is_interesting: True	
static_evaluation: 5273	parent: 4076	daughters: []	depth: 7	interesting: 77	is_interesting: False	
static_evaluation: 9910	parent: 4076	daughters: []	depth: 7	interesting: 21	is_interesting: False	
static_evaluation: -749	parent: 4076	daughters: []	depth: 7	interesting: 27	is_interesting: False	
static_evaluation: -3801	parent: 4076	daughters: []	depth: 7	interesting: 66	is_interesting: False	
static_evaluation: 5885	parent: 325	daughters: []	depth: 6	interesting: 66	is_interesting: False	
static_evaluation: 2988	parent: 7061	daughters: [752, 6574, -2608]	depth: 5	interesting: 92	is_interesting: False	
static_evaluation: 752	parent: 2988	daughters: []	depth: 6	interesting: 20	is_interesting: False	
static_evaluation: 6574	parent: 2988	daughters: []	depth: 6	interesting: 67	is_interesting: False	
static_evaluation: -2608	parent: 2988	daughters: []	depth: 6	interesting: 52	is_interesting: False	
static_evaluation: 2750	parent: -413	daughters: [8594, 1772, -2565]	depth: 4	interesting: 29	is_interesting: True	
static_evaluation: 8594	parent: 2750	daughters: [6853, 7084, -8071]	depth: 5	interesting: 1	is_interesting: True	
static_evaluation: 6853	parent: 8594	daughters: []	depth: 6	interesting: 58	is_interesting: False	
static_evaluation: 7084	parent: 8594	daughters: []	depth: 6	interesting: 98	is_interesting: False	
static_evaluation: -8071	parent: 8594	daughters: []	depth: 6	interesting: 96	is_interesting: False	
static_evaluation: 1772	parent: 2750	daughters: [-1525, 656]	depth: 5	interesting: 22	is_interesting: True	
static_evaluation: -1525	parent: 1772	daughters: [3891, 4791, 7212, 8565, 1787]	depth: 6	interesting: 7	is_interesting: True	
static_evaluation: 3891	parent: -1525	daughters: []	depth: 7	interesting: 65	is_interesting: False	
static_evaluation: 4791	parent: -1525	daughters: []	depth: 7	interesting: 89	is_interesting: False	
static_evaluation: 7212	parent: -1525	daughters: []	depth: 7	interesting: 91	is_interesting: False	
static_evaluation: 8565	parent: -1525	daughters: []	depth: 7	interesting: 65	is_interesting: False	
static_evaluation: 1787	parent: -1525	daughters: []	depth: 7	interesting: 62	is_interesting: False	
static_evaluation: 656	parent: 1772	daughters: []	depth: 6	interesting: 92	is_interesting: False	
static_evaluation: -2565	parent: 2750	daughters: [2748, 9563, 7588]	depth: 5	interesting: 58	is_interesting: True	
static_evaluation: 2748	parent: -2565	daughters: []	depth: 6	interesting: 21	is_interesting: False	
static_evaluation: 9563	parent: -2565	daughters: []	depth: 6	interesting: 72	is_interesting: False	
static_evaluation: 7588	parent: -2565	daughters: []	depth: 6	interesting: 35	is_interesting: False	
static_evaluation: -3935	parent: 4614	daughters: [5235, 5404, 4814, 8635, 7923, 4562]	depth: 3	interesting: 1	is_interesting: True	
static_evaluation: 5235	parent: -3935	daughters: [-4843, -5014, 5667]	depth: 4	interesting: 36	is_interesting: True	
static_evaluation: -4843	parent: 5235	daughters: [7139, 8774, 8527, 5240]	depth: 5	interesting: 43	is_interesting: True	
static_evaluation: 7139	parent: -4843	daughters: []	depth: 6	interesting: 82	is_interesting: False	
static_evaluation: 8774	parent: -4843	daughters: []	depth: 6	interesting: 76	is_interesting: False	
static_evaluation: 8527	parent: -4843	daughters: []	depth: 6	interesting: 94	is_interesting: False	
static_evaluation: 5240	parent: -4843	daughters: []	depth: 6	interesting: 36	is_interesting: False	
static_evaluation: -5014	parent: 5235	daughters: [5105]	depth: 5	interesting: 93	is_interesting: False	
static_evaluation: 5105	parent: -5014	daughters: []	depth: 6	interesting: 50	is_interesting: False	
static_evaluation: 5667	parent: 5235	daughters: [5619, 8582, -5671]	depth: 5	interesting: 40	is_interesting: True	
static_evaluation: 5619	parent: 5667	daughters: []	depth: 6	interesting: 51	is_interesting: False	
static_evaluation: 8582	parent: 5667	daughters: []	depth: 6	interesting: 84	is_interesting: False	
static_evaluation: -5671	parent: 5667	daughters: []	depth: 6	interesting: 78	is_interesting: False	
static_evaluation: 5404	parent: -3935	daughters: [-2657, 4649, -4690]	depth: 4	interesting: 38	is_interesting: True	
static_evaluation: -2657	parent: 5404	daughters: [4107, 9224, 2782]	depth: 5	interesting: 20	is_interesting: True	
static_evaluation: 4107	parent: -2657	daughters: []	depth: 6	interesting: 79	is_interesting: False	
static_evaluation: 9224	parent: -2657	daughters: []	depth: 6	interesting: 44	is_interesting: False	
static_evaluation: 2782	parent: -2657	daughters: [140, 7950, -2508]	depth: 6	interesting: 0	is_interesting: True	
static_evaluation: 140	parent: 2782	daughters: []	depth: 7	interesting: 62	is_interesting: False	
static_evaluation: 7950	parent: 2782	daughters: []	depth: 7	interesting: 96	is_interesting: False	
static_evaluation: -2508	parent: 2782	daughters: []	depth: 7	interesting: 42	is_interesting: False	
static_evaluation: 4649	parent: 5404	daughters: [-4736, -4730, 5584]	depth: 5	interesting: 68	is_interesting: True	
static_evaluation: -4736	parent: 4649	daughters: []	depth: 6	interesting: 73	is_interesting: False	
static_evaluation: -4730	parent: 4649	daughters: []	depth: 6	interesting: 49	is_interesting: False	
static_evaluation: 5584	parent: 4649	daughters: []	depth: 6	interesting: 41	is_interesting: False	
static_evaluation: -4690	parent: 5404	daughters: [5075, 6415, 6613]	depth: 5	interesting: 61	is_interesting: True	
static_evaluation: 5075	parent: -4690	daughters: []	depth: 6	interesting: 25	is_interesting: False	
static_evaluation: 6415	parent: -4690	daughters: []	depth: 6	interesting: 44	is_interesting: False	
static_evaluation: 6613	parent: -4690	daughters: [163, 3088, -6367]	depth: 6	interesting: 11	is_interesting: True	
static_evaluation: 163	parent: 6613	daughters: []	depth: 7	interesting: 54	is_interesting: False	
static_evaluation: 3088	parent: 6613	daughters: []	depth: 7	interesting: 22	is_interesting: False	
static_evaluation: -6367	parent: 6613	daughters: []	depth: 7	interesting: 46	is_interesting: False	
static_evaluation: 4814	parent: -3935	daughters: [-4035, 6707, 2848]	depth: 4	interesting: 41	is_interesting: True	
static_evaluation: -4035	parent: 4814	daughters: [9892, 9294, 4355]	depth: 5	interesting: 21	is_interesting: True	
static_evaluation: 9892	parent: -4035	daughters: []	depth: 6	interesting: 93	is_interesting: False	
static_evaluation: 9294	parent: -4035	daughters: [-8984, 8541, -2124]	depth: 6	interesting: 8	is_interesting: True	
static_evaluation: -8984	parent: 9294	daughters: []	depth: 7	interesting: 28	is_interesting: False	
static_evaluation: 8541	parent: 9294	daughters: [-8064, 4852, 4168]	depth: 7	interesting: 17	is_interesting: True	
static_evaluation: -8064	parent: 8541	daughters: []	depth: 8	interesting: 84	is_interesting: False	
static_evaluation: 4852	parent: 8541	daughters: [6955, -3084, -4561]	depth: 8	interesting: 19	is_interesting: False	
static_evaluation: 6955	parent: 4852	daughters: []	depth: 9	interesting: 74	is_interesting: False	
static_evaluation: -3084	parent: 4852	daughters: [7037, 8415, 3410]	depth: 9	interesting: 12	is_interesting: False	
static_evaluation: 7037	parent: -3084	daughters: []	depth: 10	interesting: 69	is_interesting: False	
static_evaluation: 8415	parent: -3084	daughters: []	depth: 10	interesting: 30	is_interesting: False	
static_evaluation: 3410	parent: -3084	daughters: []	depth: 10	interesting: 92	is_interesting: False	
static_evaluation: -4561	parent: 4852	daughters: [4728, 5430, 6973]	depth: 9	interesting: 16	is_interesting: False	
static_evaluation: 4728	parent: -4561	daughters: []	depth: 10	interesting: 56	is_interesting: False	
static_evaluation: 5430	parent: -4561	daughters: []	depth: 10	interesting: 68	is_interesting: False	
static_evaluation: 6973	parent: -4561	daughters: []	depth: 10	interesting: 42	is_interesting: False	
static_evaluation: 4168	parent: 8541	daughters: [4930, 9284, -3963]	depth: 8	interesting: 6	is_interesting: False	
static_evaluation: 4930	parent: 4168	daughters: [-4486, -4366, 9126]	depth: 9	interesting: 10	is_interesting: False	
static_evaluation: -4486	parent: 4930	daughters: []	depth: 10	interesting: 59	is_interesting: False	
static_evaluation: -4366	parent: 4930	daughters: []	depth: 10	interesting: 26	is_interesting: False	
static_evaluation: 9126	parent: 4930	daughters: []	depth: 10	interesting: 91	is_interesting: False	
static_evaluation: 9284	parent: 4168	daughters: []	depth: 9	interesting: 100	is_interesting: False	
static_evaluation: -3963	parent: 4168	daughters: [7273, 8636, 4097]	depth: 9	interesting: 10	is_interesting: False	
static_evaluation: 7273	parent: -3963	daughters: []	depth: 10	interesting: 92	is_interesting: False	
static_evaluation: 8636	parent: -3963	daughters: []	depth: 10	interesting: 44	is_interesting: False	
static_evaluation: 4097	parent: -3963	daughters: []	depth: 10	interesting: 48	is_interesting: False	
static_evaluation: -2124	parent: 9294	daughters: []	depth: 7	interesting: 78	is_interesting: False	
static_evaluation: 4355	parent: -4035	daughters: []	depth: 6	interesting: 59	is_interesting: False	
static_evaluation: 6707	parent: 4814	daughters: [2944, 8176, -6687]	depth: 5	interesting: 95	is_interesting: False	
static_evaluation: 2944	parent: 6707	daughters: []	depth: 6	interesting: 48	is_interesting: False	
static_evaluation: 8176	parent: 6707	daughters: [2556, -7129, -8017]	depth: 6	interesting: 7	is_interesting: True	
static_evaluation: 2556	parent: 8176	daughters: []	depth: 7	interesting: 24	is_interesting: False	
static_evaluation: -7129	parent: 8176	daughters: [7590, 9775, 8033]	depth: 7	interesting: 9	is_interesting: True	
static_evaluation: 7590	parent: -7129	daughters: [9866, 5369, -7416]	depth: 8	interesting: 12	is_interesting: False	
static_evaluation: 9866	parent: 7590	daughters: []	depth: 9	interesting: 70	is_interesting: False	
static_evaluation: 5369	parent: 7590	daughters: []	depth: 9	interesting: 45	is_interesting: False	
static_evaluation: -7416	parent: 7590	daughters: []	depth: 9	interesting: 57	is_interesting: False	
static_evaluation: 9775	parent: -7129	daughters: []	depth: 8	interesting: 94	is_interesting: False	
static_evaluation: 8033	parent: -7129	daughters: []	depth: 8	interesting: 70	is_interesting: False	
static_evaluation: -8017	parent: 8176	daughters: [9174, 8638, 8107]	depth: 7	interesting: 13	is_interesting: True	
static_evaluation: 9174	parent: -8017	daughters: []	depth: 8	interesting: 73	is_interesting: False	
static_evaluation: 8638	parent: -8017	daughters: []	depth: 8	interesting: 69	is_interesting: False	
static_evaluation: 8107	parent: -8017	daughters: []	depth: 8	interesting: 94	is_interesting: False	
static_evaluation: -6687	parent: 6707	daughters: []	depth: 6	interesting: 78	is_interesting: False	
static_evaluation: 2848	parent: 4814	daughters: [1094, -2705]	depth: 5	interesting: 51	is_interesting: True	
static_evaluation: 1094	parent: 2848	daughters: []	depth: 6	interesting: 94	is_interesting: False	
static_evaluation: -2705	parent: 2848	daughters: []	depth: 6	interesting: 75	is_interesting: False	
static_evaluation: 8635	parent: -3935	daughters: [-8185, 6992, 4658, 3476]	depth: 4	interesting: 57	is_interesting: True	
static_evaluation: -8185	parent: 8635	daughters: [8925, 8404, 8309]	depth: 5	interesting: 87	is_interesting: False	
static_evaluation: 8925	parent: -8185	daughters: []	depth: 6	interesting: 81	is_interesting: False	
static_evaluation: 8404	parent: -8185	daughters: []	depth: 6	interesting: 41	is_interesting: False	
static_evaluation: 8309	parent: -8185	daughters: []	depth: 6	interesting: 78	is_interesting: False	
static_evaluation: 6992	parent: 8635	daughters: [1905, 6971, 4687, -7, -6841]	depth: 5	interesting: 28	is_interesting: True	
static_evaluation: 1905	parent: 6992	daughters: []	depth: 6	interesting: 81	is_interesting: False	
static_evaluation: 6971	parent: 6992	daughters: [-6754, -4757, 4261]	depth: 6	interesting: 1	is_interesting: True	
static_evaluation: -6754	parent: 6971	daughters: []	depth: 7	interesting: 52	is_interesting: False	
static_evaluation: -4757	parent: 6971	daughters: []	depth: 7	interesting: 96	is_interesting: False	
static_evaluation: 4261	parent: 6971	daughters: []	depth: 7	interesting: 71	is_interesting: False	
static_evaluation: 4687	parent: 6992	daughters: [513, 9124, 1648, -4439]	depth: 6	interesting: 6	is_interesting: True	
static_evaluation: 513	parent: 4687	daughters: [-450, 180, 800]	depth: 7	interesting: 8	is_interesting: True	
static_evaluation: -450	parent: 513	daughters: []	depth: 8	interesting: 83	is_interesting: False	
static_evaluation: 180	parent: 513	daughters: []	depth: 8	interesting: 88	is_interesting: False	
static_evaluation: 800	parent: 513	daughters: []	depth: 8	interesting: 49	is_interesting: False	
static_evaluation: 9124	parent: 4687	daughters: [3092, -6202, 8501, -8582]	depth: 7	interesting: 13	is_interesting: True	
static_evaluation: 3092	parent: 9124	daughters: []	depth: 8	interesting: 62	is_interesting: False	
static_evaluation: -6202	parent: 9124	daughters: [6315, 7345, 8515]	depth: 8	interesting: 7	is_interesting: False	
static_evaluation: 6315	parent: -6202	daughters: []	depth: 9	interesting: 38	is_interesting: False	
static_evaluation: 7345	parent: -6202	daughters: []	depth: 9	interesting: 43	is_interesting: False	
static_evaluation: 8515	parent: -6202	daughters: []	depth: 9	interesting: 95	is_interesting: False	
static_evaluation: 8501	parent: 9124	daughters: [-1768, -5005, -7916]	depth: 8	interesting: 4	is_interesting: False	
static_evaluation: -1768	parent: 8501	daughters: []	depth: 9	interesting: 20	is_interesting: False	
static_evaluation: -5005	parent: 8501	daughters: []	depth: 9	interesting: 73	is_interesting: False	
static_evaluation: -7916	parent: 8501	daughters: [8231, 9588, 8331]	depth: 9	interesting: 12	is_interesting: False	
static_evaluation: 8231	parent: -7916	daughters: []	depth: 10	interesting: 93	is_interesting: False	
static_evaluation: 9588	parent: -7916	daughters: []	depth: 10	interesting: 77	is_interesting: False	
static_evaluation: 8331	parent: -7916	daughters: []	depth: 10	interesting: 78	is_interesting: False	
static_evaluation: -8582	parent: 9124	daughters: [8947, 9025, 9909, 9074]	depth: 8	interesting: 13	is_interesting: False	
static_evaluation: 8947	parent: -8582	daughters: []	depth: 9	interesting: 75	is_interesting: False	
static_evaluation: 9025	parent: -8582	daughters: []	depth: 9	interesting: 34	is_interesting: False	
static_evaluation: 9909	parent: -8582	daughters: []	depth: 9	interesting: 42	is_interesting: False	
static_evaluation: 9074	parent: -8582	daughters: [278, -8601]	depth: 9	interesting: 3	is_interesting: False	
static_evaluation: 278	parent: 9074	daughters: []	depth: 10	interesting: 86	is_interesting: False	
static_evaluation: -8601	parent: 9074	daughters: [9263, 9966, 8905]	depth: 10	interesting: 11	is_interesting: False	
static_evaluation: 9263	parent: -8601	daughters: []	depth: 11	interesting: 48	is_interesting: False	
static_evaluation: 9966	parent: -8601	daughters: [-9607, 9313, 3971]	depth: 11	interesting: 0	is_interesting: False	
static_evaluation: -9607	parent: 9966	daughters: []	depth: 12	interesting: 25	is_interesting: False	
static_evaluation: 9313	parent: 9966	daughters: []	depth: 12	interesting: 21	is_interesting: False	
static_evaluation: 3971	parent: 9966	daughters: []	depth: 12	interesting: 25	is_interesting: False	
static_evaluation: 8905	parent: -8601	daughters: []	depth: 11	interesting: 85	is_interesting: False	
static_evaluation: 1648	parent: 4687	daughters: [-1462]	depth: 7	interesting: 12	is_interesting: True	
static_evaluation: -1462	parent: 1648	daughters: []	depth: 8	interesting: 96	is_interesting: False	
static_evaluation: -4439	parent: 4687	daughters: []	depth: 7	interesting: 94	is_interesting: False	
static_evaluation: -7	parent: 6992	daughters: []	depth: 6	interesting: 71	is_interesting: False	
static_evaluation: -6841	parent: 6992	daughters: []	depth: 6	interesting: 62	is_interesting: False	
static_evaluation: 4658	parent: 8635	daughters: [7430, 1116, -4535]	depth: 5	interesting: 57	is_interesting: True	
static_evaluation: 7430	parent: 4658	daughters: []	depth: 6	interesting: 97	is_interesting: False	
static_evaluation: 1116	parent: 4658	daughters: []	depth: 6	interesting: 91	is_interesting: False	
static_evaluation: -4535	parent: 4658	daughters: [5039, 9992, 5049]	depth: 6	interesting: 10	is_interesting: True	
static_evaluation: 5039	parent: -4535	daughters: []	depth: 7	interesting: 87	is_interesting: False	
static_evaluation: 9992	parent: -4535	daughters: [-5821, -2156, -9723]	depth: 7	interesting: 2	is_interesting: True	
static_evaluation: -5821	parent: 9992	daughters: [6198, 7129, 8036]	depth: 8	interesting: 9	is_interesting: False	
static_evaluation: 6198	parent: -5821	daughters: []	depth: 9	interesting: 58	is_interesting: False	
static_evaluation: 7129	parent: -5821	daughters: []	depth: 9	interesting: 52	is_interesting: False	
static_evaluation: 8036	parent: -5821	daughters: []	depth: 9	interesting: 72	is_interesting: False	
static_evaluation: -2156	parent: 9992	daughters: []	depth: 8	interesting: 90	is_interesting: False	
static_evaluation: -9723	parent: 9992	daughters: []	depth: 8	interesting: 37	is_interesting: False	
static_evaluation: 5049	parent: -4535	daughters: [-4391, 9677, 1955]	depth: 7	interesting: 8	is_interesting: True	
static_evaluation: -4391	parent: 5049	daughters: [4966, 6443, 6632]	depth: 8	interesting: 11	is_interesting: False	
static_evaluation: 4966	parent: -4391	daughters: [-4683]	depth: 9	interesting: 17	is_interesting: False	
static_evaluation: -4683	parent: 4966	daughters: []	depth: 10	interesting: 89	is_interesting: False	
static_evaluation: 6443	parent: -4391	daughters: []	depth: 9	interesting: 80	is_interesting: False	
static_evaluation: 6632	parent: -4391	daughters: []	depth: 9	interesting: 53	is_interesting: False	
static_evaluation: 9677	parent: 5049	daughters: []	depth: 8	interesting: 50	is_interesting: False	
static_evaluation: 1955	parent: 5049	daughters: []	depth: 8	interesting: 27	is_interesting: False	
static_evaluation: 3476	parent: 8635	daughters: [8902, 5637, -3341]	depth: 5	interesting: 75	is_interesting: True	
static_evaluation: 8902	parent: 3476	daughters: []	depth: 6	interesting: 39	is_interesting: False	
static_evaluation: 5637	parent: 3476	daughters: []	depth: 6	interesting: 75	is_interesting: False	
static_evaluation: -3341	parent: 3476	daughters: []	depth: 6	interesting: 37	is_interesting: False	
static_evaluation: 7923	parent: -3935	daughters: [-6229, -2459, -7535]	depth: 4	interesting: 64	is_interesting: True	
static_evaluation: -6229	parent: 7923	daughters: [8984, 7222, 6416]	depth: 5	interesting: 85	is_interesting: False	
static_evaluation: 8984	parent: -6229	daughters: []	depth: 6	interesting: 54	is_interesting: False	
static_evaluation: 7222	parent: -6229	daughters: []	depth: 6	interesting: 85	is_interesting: False	
